Date,Open,High,Low,Close,Adj Close,Volume
2023-06-12,187.30999755859375,190.10000610351562,185.5500030517578,189.5500030517578,182.31666564941406,1434900
2023-06-13,189.2899932861328,193.89999389648438,188.35000610351562,193.86000061035156,186.46217346191406,1938500
2023-06-14,193.55999755859375,194.8800048828125,191.92999267578125,193.07000732421875,185.7023162841797,1836700
2023-06-15,192.69000244140625,197.49000549316406,192.1300048828125,196.88999938964844,189.3765411376953,2287400
2023-06-16,192.7899932861328,196.8800048828125,190.27999877929688,191.25999450683594,183.96136474609375,6249200
2023-06-20,189.58999633789062,194.57000732421875,189.25999450683594,194.22999572753906,186.81805419921875,2234900
2023-06-21,193.4499969482422,195.72000122070312,192.85000610351562,194.83999633789062,187.40475463867188,2497300
2023-06-22,194.9199981689453,196.47000122070312,193.14999389648438,195.60000610351562,188.13575744628906,2189800
2023-06-23,193.77999877929688,195.47999572753906,192.97000122070312,194.4600067138672,187.03924560546875,2299400
2023-06-26,194.47000122070312,197.92999267578125,194.25999450683594,196.0800018310547,188.5974578857422,1205900
2023-06-27,196.10000610351562,198.38999938964844,195.7100067138672,197.64999389648438,190.1075439453125,1560700
2023-06-28,197.9600067138672,197.9600067138672,194.14999389648438,194.75,187.31817626953125,2791100
2023-06-29,196.05999755859375,199.72000122070312,194.86000061035156,198.85000610351562,191.2617645263672,2471900
2023-06-30,199.80999755859375,202.36000061035156,199.17999267578125,201.10000610351562,193.42591857910156,1745600
2023-07-03,199.75,201.2100067138672,198.5,200.6300048828125,192.9738311767578,740900
2023-07-05,199.08999633789062,200.47999572753906,198.25999450683594,198.89999389648438,191.30979919433594,1585900
2023-07-06,197.5500030517578,198.75,196.35000610351562,197.75,190.20370483398438,1862900
2023-07-07,197.25,200.86000061035156,196.75999450683594,198.4600067138672,190.88662719726562,1586700
2023-07-10,199.19000244140625,203.14999389648438,198.94000244140625,203.05999755859375,195.3110809326172,1629100
2023-07-11,201.6699981689453,203.64999389648438,201.27000427246094,202.97000122070312,195.2245330810547,1769100
2023-07-12,205.0,205.02000427246094,201.66000366210938,201.9199981689453,194.21461486816406,1636500
2023-07-13,202.50999450683594,205.14999389648438,201.17999267578125,204.36000061035156,196.56146240234375,1498400
2023-07-14,203.9600067138672,204.33999633789062,202.10000610351562,203.4600067138672,195.69581604003906,1087000
2023-07-17,203.35000610351562,206.58999633789062,202.22000122070312,205.9600067138672,198.10044860839844,1385500
2023-07-18,206.2100067138672,210.72999572753906,205.97000122070312,210.33999633789062,202.3132781982422,2500100
2023-07-19,208.4199981689453,211.1999969482422,208.27999877929688,209.80999755859375,201.8035125732422,2516200
2023-07-20,210.8699951171875,211.8300018310547,209.86000061035156,210.91000366210938,202.86151123046875,1974400
2023-07-21,210.83999633789062,211.52000427246094,206.75999450683594,207.69000244140625,199.76441955566406,2583200
2023-07-24,208.3300018310547,209.67999267578125,207.0,207.36000061035156,199.44699096679688,1651300
2023-07-25,205.5800018310547,207.42999267578125,205.0800018310547,206.2899932861328,198.41783142089844,2275600
2023-07-26,204.83999633789062,205.97999572753906,200.86000061035156,203.0399932861328,195.29183959960938,2676100
2023-07-27,204.60000610351562,204.60000610351562,201.47999572753906,202.10000610351562,194.38772583007812,3367200
2023-07-28,203.91000366210938,204.57000732421875,202.25,203.3000030517578,195.5419158935547,2031400
2023-07-31,204.69000244140625,205.52999877929688,203.25,205.32000732421875,197.48486328125,2346400
2023-08-01,211.38999938964844,219.89999389648438,211.0,219.0,210.64280700683594,5024400
2023-08-02,218.0800018310547,225.75999450683594,216.38999938964844,218.8699951171875,210.51776123046875,3603800
2023-08-03,217.74000549316406,219.44000244140625,215.63999938964844,217.10000610351562,208.81532287597656,2133200
2023-08-04,217.92999267578125,219.27999877929688,215.6999969482422,215.89999389648438,208.48696899414062,2043800
2023-08-07,217.32000732421875,221.72999572753906,217.0,221.08999633789062,213.498779296875,1478500
2023-08-08,219.99000549316406,220.55999755859375,217.94000244140625,220.1999969482422,212.6393585205078,1593000
2023-08-09,219.91000366210938,220.55999755859375,216.9199981689453,217.8300018310547,210.35072326660156,1709300
2023-08-10,217.6199951171875,220.0399932861328,215.89999389648438,216.92999267578125,209.4816131591797,1314000
2023-08-11,217.69000244140625,219.72000122070312,217.0500030517578,218.36000061035156,210.8625030517578,1034200
2023-08-14,217.27999877929688,220.13999938964844,217.27000427246094,219.0399932861328,211.5192108154297,1274300
2023-08-15,217.8000030517578,218.63999938964844,216.7899932861328,217.94000244140625,210.45693969726562,965600
2023-08-16,218.0,219.89999389648438,216.0,216.08999633789062,208.67047119140625,1245500
2023-08-17,216.86000061035156,218.47000122070312,213.86000061035156,214.3800048828125,207.01919555664062,1092100
2023-08-18,212.74000549316406,216.27000427246094,212.10000610351562,214.64999389648438,207.27992248535156,1728600
2023-08-21,215.47999572753906,216.22999572753906,213.05999755859375,215.74000549316406,208.33250427246094,1342900
2023-08-22,217.11000061035156,217.83999633789062,215.33999633789062,217.2899932861328,209.8292694091797,1492900
2023-08-23,217.77000427246094,222.7899932861328,217.77000427246094,221.3000030517578,213.70155334472656,1757700
