Date,Open,High,Low,Close,Adj Close,Volume
2023-06-12,83.57499694824219,84.84500122070312,83.40499877929688,84.80999755859375,83.07105255126953,13787200
2023-06-13,85.56500244140625,85.7300033569336,84.63500213623047,85.32499694824219,83.57548522949219,16595800
2023-06-14,85.2249984741211,86.23500061035156,84.93000030517578,86.20500183105469,84.43744659423828,16769000
2023-06-15,85.8550033569336,87.70500183105469,85.83499908447266,87.31500244140625,85.52467346191406,17732600
2023-06-16,88.1449966430664,88.1500015258789,86.51000213623047,86.59500122070312,84.81944274902344,17366600
2023-06-20,85.91999816894531,86.44999694824219,85.37000274658203,85.83000183105469,84.24622344970703,14137800
2023-06-21,85.5,85.66500091552734,84.30999755859375,84.55999755859375,82.99966430664062,12058000
2023-06-22,84.18000030517578,85.28500366210938,84.16500091552734,85.25,83.67693328857422,15224200
2023-06-23,84.19999694824219,84.82499694824219,83.97000122070312,84.32499694824219,82.76898193359375,14729000
2023-06-26,84.4000015258789,85.13999938964844,83.66000366210938,83.72000122070312,82.1751480102539,10890200
2023-06-27,84.05500030517578,85.56500244140625,83.9749984741211,85.37000274658203,83.79470825195312,13833000
2023-06-28,84.8949966430664,85.87999725341797,84.83000183105469,85.41999816894531,83.84378814697266,11371600
2023-06-29,85.51000213623047,85.7249984741211,85.05500030517578,85.56999969482422,83.99101257324219,9128200
2023-06-30,86.41999816894531,87.1500015258789,86.3550033569336,86.93000030517578,85.32592010498047,11398400
2023-07-03,86.91500091552734,86.95500183105469,86.30500030517578,86.74500274658203,85.14433288574219,6182200
2023-07-05,86.13999938964844,86.8550033569336,86.06500244140625,86.20999908447266,84.61920166015625,9395600
2023-07-06,85.36000061035156,86.05999755859375,85.0999984741211,85.9800033569336,84.3934555053711,12116400
2023-07-07,85.83999633789062,86.63999938964844,85.55500030517578,85.6050033569336,84.02537536621094,11622200
2023-07-10,85.29499816894531,85.83499908447266,84.97000122070312,85.83000183105469,84.24622344970703,16877200
2023-07-11,86.01000213623047,86.11000061035156,85.17500305175781,86.01499938964844,84.42780303955078,9996000
2023-07-12,86.875,87.4000015258789,86.4000015258789,86.98999786376953,85.38481140136719,16104400
2023-07-13,87.58499908447266,88.31500244140625,87.41000366210938,88.125,86.49887084960938,9349200
2023-07-14,88.34500122070312,89.03500366210938,87.73999786376953,87.99500274658203,86.37126922607422,11543800
2023-07-17,88.16000366210938,89.37999725341797,88.05999755859375,89.12000274658203,87.47550964355469,11858800
2023-07-18,88.91500091552734,90.56500244140625,88.44999694824219,90.12999725341797,88.46687316894531,16406000
2023-07-19,90.3550033569336,90.7300033569336,89.55999755859375,89.90499877929688,88.24602508544922,20990000
2023-07-20,89.33000183105469,89.70999908447266,87.83499908447266,88.11000061035156,86.48414611816406,24356000
2023-07-21,88.66999816894531,89.11499786376953,87.95999908447266,88.06500244140625,86.43997192382812,14871400
2023-07-24,88.45500183105469,88.66999816894531,87.87999725341797,88.22000122070312,86.59212493896484,11308200
